Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts
M,54,McGinn,5.5,5.5,AVL,90,3.74,90,3.79,90,3.74,90,3.65,90,4.47,90,3.71,90,4.03,90,3.93,90,3.59,90,3.83,90,3.81,90,4.13,90,3.9,90,3.79,90,3.5,90,3.73,90,3.8,90,3.52,90,3.45
M,55,Barkley,5.0,5.0,AVL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,56,Barrenechea,5.0,5.0,AVL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,57,Dobbin,5.0,5.0,AVL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,58,Kamara,5.0,5.0,AVL,90,3.77,90,3.98,90,3.69,90,3.96,90,3.96,90,3.69,90,3.65,90,4.03,90,3.74,90,4.12,90,3.83,90,3.96,90,3.73,90,4.05,90,3.74,90,3.84,90,3.7,90,3.85,90,3.9
M,59,Onana,5.0,5.0,AVL,30,1.12,30,1.18,30,1.1,30,1.15,30,1.29,30,1.09,30,1.13,30,1.22,30,1.09,30,1.22,30,1.15,30,1.23,30,1.14,30,1.2,30,1.07,30,1.13,30,1.11,30,1.11,30,1.1
M,60,Broggio,4.5,4.5,AVL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,61,Dendoncker,4.5,4.5,AVL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,62,Jimoh-Aloba,4.5,4.5,AVL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,63,Young,4.5,4.5,AVL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,64,Watkins,9.0,9.0,AVL,90,4.67,90,4.45,90,4.76,90,4.04,90,6.1,90,4.61,90,5.2,90,4.69,90,4.33,90,3.84,90,4.74,90,5.31,90,4.98,90,4.22,90,4.05,90,4.48,90,4.84,90,3.98,90,3.64
F,65,Redmond,4.5,4.5,AVL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,66,Neto,4.5,4.5,BOU,60,1.57,60,2.17,60,1.83,60,1.92,60,1.88,60,2.11,60,2.06,60,1.74,60,2.14,60,1.66,60,1.81,60,2.19,60,2.34,60,2.19,60,1.88,60,1.84,60,2.47,60,1.74,60,1.7
G,67,Petrović,4.5,4.5,BOU,30,0.68,30,0.98,30,0.81,30,0.86,30,0.84,30,0.95,30,0.92,30,0.76,30,0.97,30,0.73,30,0.8,30,0.99,30,1.07,30,0.99,30,0.84,30,0.82,30,1.13,30,0.76,30,0.75
G,68,Dennis,4.0,4.0,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,69,McKenna,4.0,4.0,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,70,Paulsen,4.0,4.0,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,71,Zabarnyi,5.0,5.0,BOU,90,2.91,90,3.81,90,3.37,90,3.47,90,3.27,90,3.87,90,3.55,90,3.0,90,3.68,90,2.87,90,3.11,90,3.83,90,4.3,90,3.87,90,3.2,90,3.24,90,4.31,90,3.12,90,2.92
D,72,Senesi,4.5,4.5,BOU,90,3.46,90,4.45,90,4.04,90,4.14,90,3.91,90,4.58,90,4.17,90,3.62,90,4.29,90,3.47,90,3.73,90,4.46,90,5.04,90,4.5,90,3.82,90,3.87,90,4.91,90,3.77,90,3.53
D,73,Smith,4.5,4.5,BOU,90,2.27,90,3.49,90,2.85,90,3.02,90,2.87,90,3.46,90,3.21,90,2.52,90,3.41,90,2.33,90,2.66,90,3.53,90,3.96,90,3.5,90,2.83,90,2.78,90,4.07,90,2.59,90,2.42
D,74,Truffert,4.5,4.5,BOU,90,2.47,90,3.85,90,3.17,90,3.35,90,3.19,90,3.86,90,3.53,90,2.78,90,3.79,90,2.55,90,2.92,90,3.91,90,4.47,90,3.81,90,3.13,90,3.05,90,4.47,90,2.88,90,2.65
D,75,Akinmboni,4.0,4.0,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,76,Bevan,4.0,4.0,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,77,Hill,4.0,4.0,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,78,J.Araujo,4.0,4.0,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,79,Mepham,4.0,4.0,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,80,Soler,4.0,4.0,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,81,Kluivert,7.0,7.0,BOU,90,4.0,90,4.97,90,4.67,90,4.75,90,4.61,90,5.26,90,4.6,90,4.18,90,5.05,90,3.89,90,4.18,90,5.09,90,6.0,90,4.63,90,4.44,90,4.27,90,5.26,90,4.43,90,3.99
M,82,Semenyo,7.0,7.0,BOU,90,4.55,90,4.93,90,4.9,90,4.87,90,4.68,90,5.29,90,4.62,90,4.41,90,4.94,90,4.23,90,4.36,90,5.01,90,5.86,90,4.68,90,4.51,90,4.47,90,5.11,90,4.69,90,4.27
M,83,O.Dango,6.0,6.0,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,84,Tavernier,5.5,5.5,BOU,90,4.75,90,4.96,90,5.03,90,4.97,90,4.76,90,5.34,90,4.68,90,4.55,90,4.93,90,4.41,90,4.49,90,5.01,90,5.84,90,4.75,90,4.59,90,4.59,90,5.09,90,4.84,90,4.43
M,85,Adams,5.0,5.0,BOU,90,4.28,90,4.03,90,4.29,90,4.19,90,4.05,90,4.27,90,3.97,90,4.09,90,3.89,90,4.11,90,4.04,90,3.99,90,4.31,90,4.08,90,3.96,90,4.1,90,3.96,90,4.22,90,4.08
M,86,Brooks,5.0,5.0,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,87,Christie,5.0,5.0,BOU,30,1.31,30,1.29,30,1.36,30,1.33,30,1.27,30,1.39,30,1.24,30,1.26,30,1.25,30,1.25,30,1.24,30,1.28,30,1.45,30,1.28,30,1.23,30,1.27,30,1.28,30,1.32,30,1.24
M,88,Cook,5.0,5.0,BOU,30,1.2,30,1.1,30,1.19,30,1.16,30,1.11,30,1.19,30,1.08,30,1.13,30,1.06,30,1.13,30,1.11,30,1.09,30,1.2,30,1.12,30,1.08,30,1.13,30,1.08,30,1.17,30,1.12
M,89,Philip,5.0,5.0,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,90,Scott,5.0,5.0,BOU,30,1.26,30,1.19,30,1.27,30,1.24,30,1.18,30,1.29,30,1.15,30,1.18,30,1.15,30,1.17,30,1.16,30,1.18,30,1.33,30,1.19,30,1.14,30,1.18,30,1.18,30,1.24,30,1.16
M,91,Sinisterra,5.0,5.0,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,92,Faivre,4.5,4.5,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,93,H.Traorè,4.5,4.5,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,94,Sadi,4.5,4.5,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,95,Silcott-Duberry,4.5,4.5,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,96,Winterburn,4.5,4.5,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,97,Evanilson,7.0,7.0,BOU,90,3.73,90,4.75,90,4.49,90,4.57,90,4.46,90,5.06,90,4.4,90,4.04,90,4.85,90,3.72,90,4.02,90,4.87,90,5.77,90,4.37,90,4.3,90,4.09,90,4.94,90,4.27,90,3.84
F,98,Enes Ünal,5.5,5.5,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,99,Adu-Adjei,4.5,4.5,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,100,Kroupi.Jr,4.5,4.5,BOU,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,101,Kelleher,4.5,4.5,BRE,90,3.16,90,3.25,90,3.72,90,3.1,90,3.06,90,3.31,90,3.04,90,3.23,90,2.89,90,2.92,90,3.1,90,2.92,90,3.92,90,2.92,90,3.02,90,3.69,90,3.2,90,3.12,90,3.28
G,102,Balcombe,4.0,4.0,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,103,Cox,4.0,4.0,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,104,Eyestone,4.0,4.0,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,105,Valdimarsson,4.0,4.0,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,106,Collins,5.0,5.0,BRE,90,3.7,90,3.76,90,4.77,90,3.55,90,3.6,90,3.9,90,3.49,90,3.88,90,3.52,90,3.35,90,3.63,90,3.55,90,4.67,90,3.36,90,3.77,90,4.64,90,3.87,90,3.74,90,4.09
D,107,Lewis-Potter,5.0,5.0,BRE,90,3.22,90,3.46,90,4.7,90,3.1,90,2.89,90,3.6,90,2.93,90,3.34,90,2.65,90,2.64,90,3.17,90,2.67,90,4.63,90,2.44,90,3.06,90,4.68,90,3.25,90,3.25,90,3.76
D,108,Ajer,4.5,4.5,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,109,Henry,4.5,4.5,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,110,Kayode,4.5,4.5,BRE,90,2.92,90,3.06,90,4.03,90,2.79,90,2.75,90,3.18,90,2.68,90,3.07,90,2.58,90,2.48,90,2.84,90,2.62,90,4.08,90,2.46,90,2.85,90,3.96,90,3.03,90,2.92,90,3.29
D,111,Pinnock,4.5,4.5,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,112,Roerslev,4.5,4.5,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,113,Van den Berg,4.5,4.5,BRE,90,3.47,90,3.54,90,4.56,90,3.32,90,3.37,90,3.69,90,3.26,90,3.65,90,3.29,90,3.11,90,3.41,90,3.32,90,4.48,90,3.13,90,3.53,90,4.44,90,3.64,90,3.51,90,3.87
D,114,Arthur,4.0,4.0,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,115,Fredrick,4.0,4.0,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,116,Hickey,4.0,4.0,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,117,Ji-soo,4.0,4.0,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,118,Meghoma,4.0,4.0,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,119,Mbeumo,8.0,8.0,MUN,60,2.62,60,2.64,60,3.42,60,2.5,60,2.87,60,2.88,60,4.65,60,2.6,60,3.09,60,2.87,60,3.04,60,2.99,60,2.69,60,3.31,60,2.84,60,3.04,60,2.68,60,2.98,60,3.23
M,120,Schade,7.0,7.0,BRE,90,4.3,90,4.5,90,5.7,90,4.29,90,4.03,90,4.6,90,4.17,90,4.35,90,4.28,90,4.1,90,4.44,90,4.23,90,5.0,90,3.72,90,4.56,90,5.72,90,4.29,90,4.53,90,5.05
M,121,Damsgaard,6.0,6.0,BRE,90,4.37,90,4.38,90,5.22,90,4.33,90,4.34,90,4.48,90,4.32,90,4.47,90,4.65,90,4.39,90,4.48,90,4.62,90,4.6,90,4.24,90,4.77,90,5.14,90,4.48,90,4.57,90,4.89
M,122,Milambo,5.5,5.5,BRE,60,1.91,60,1.95,60,2.34,60,1.89,60,1.86,60,1.99,60,1.87,60,1.95,60,1.97,60,1.87,60,1.95,60,1.96,60,2.14,60,1.8,60,2.03,60,2.33,60,1.94,60,1.98,60,2.14
M,123,Carvalho,5.0,5.0,BRE,30,1.18,30,1.25,30,1.64,30,1.18,30,1.09,30,1.28,30,1.14,30,1.2,30,1.17,30,1.12,30,1.23,30,1.15,30,1.42,30,0.99,30,1.26,30,1.65,30,1.18,30,1.26,30,1.43
M,124,Henderson,5.0,5.0,BRE,30,1.08,30,1.05,30,1.21,30,1.06,30,1.1,30,1.08,30,1.07,30,1.11,30,1.18,30,1.11,30,1.1,30,1.18,30,1.08,30,1.1,30,1.19,30,1.18,30,1.12,30,1.12,30,1.17
M,125,Janelt,5.0,5.0,BRE,30,1.0,30,0.98,30,1.14,30,0.99,30,1.03,30,1.01,30,1.0,30,1.04,30,1.11,30,1.03,30,1.02,30,1.11,30,1.02,30,1.03,30,1.12,30,1.11,30,1.05,30,1.04,30,1.09
M,126,Jensen,5.0,5.0,BRE,30,1.02,30,1.02,30,1.23,30,1.0,30,1.02,30,1.04,30,1.01,30,1.05,30,1.11,30,1.03,30,1.04,30,1.11,30,1.08,30,1.01,30,1.13,30,1.21,30,1.05,30,1.07,30,1.14
M,127,Nunes,5.0,5.0,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,128,Onyeka,5.0,5.0,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,129,Yarmoliuk,5.0,5.0,BRE,30,1.14,30,1.11,30,1.25,30,1.12,30,1.16,30,1.13,30,1.13,30,1.17,30,1.22,30,1.16,30,1.15,30,1.21,30,1.13,30,1.16,30,1.23,30,1.21,30,1.18,30,1.17,30,1.21
M,130,Donovan,4.5,4.5,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,131,Konak,4.5,4.5,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,132,Maghoma,4.5,4.5,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,133,Peart-Harris,4.5,4.5,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,134,Trevitt,4.5,4.5,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,135,Wissa,7.5,7.5,BRE,90,4.4,90,4.65,90,5.95,90,4.42,90,4.04,90,4.75,90,4.27,90,4.42,90,4.29,90,4.16,90,4.59,90,4.22,90,5.08,90,3.64,90,4.64,90,6.01,90,4.32,90,4.67,90,5.27
F,136,Thiago,6.0,6.0,BRE,30,0.99,30,1.04,30,1.32,30,0.99,30,0.92,30,1.06,30,0.96,30,1.0,30,0.99,30,0.95,30,1.03,30,0.98,30,1.13,30,0.84,30,1.06,30,1.33,30,0.98,30,1.05,30,1.18
F,137,Morgan,4.5,4.5,BRE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,138,Steele,4.5,4.5,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,139,Verbruggen,4.5,4.5,BHA,90,3.12,90,2.98,90,2.73,90,2.5,90,3.07,90,2.46,90,2.96,90,2.81,90,2.74,90,3.58,90,2.53,90,2.89,90,2.91,90,3.03,90,3.36,90,2.18,90,3.96,90,2.53,90,3.0
G,140,McGill,4.0,4.0,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,141,Rushworth,4.0,4.0,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,142,Scherpen,4.0,4.0,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,143,Boscagli,4.5,4.5,BHA,30,1.01,30,1.0,30,0.86,30,0.83,30,1.07,30,0.77,30,0.98,30,0.91,30,0.89,30,1.27,30,0.81,30,0.97,30,0.94,30,0.97,30,1.12,30,0.77,30,1.45,30,0.81,30,0.99
D,144,Coppola,4.5,4.5,BHA,30,1.01,30,1.04,30,0.88,30,0.86,30,1.04,30,0.81,30,1.0,30,0.91,30,0.91,30,1.2,30,0.83,30,0.96,30,0.94,30,0.96,30,1.09,30,0.81,30,1.34,30,0.86,30,1.0
D,145,De Cuyper,4.5,4.5,BHA,90,3.84,90,3.63,90,3.3,90,3.1,90,4.09,90,2.93,90,3.66,90,3.52,90,3.35,90,4.9,90,3.07,90,3.76,90,3.57,90,3.75,90,4.28,90,2.78,90,5.65,90,2.95,90,3.71
D,146,Dunk,4.5,4.5,BHA,60,2.16,60,2.13,60,1.85,60,1.77,60,2.26,60,1.67,60,2.09,60,1.96,60,1.91,60,2.69,60,1.73,60,2.08,60,2.01,60,2.09,60,2.39,60,1.63,60,3.07,60,1.73,60,2.11
D,147,Estupiñan,4.5,4.5,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,148,F.Kadıoğlu,4.5,4.5,BHA,30,0.94,30,0.92,30,0.78,30,0.74,30,0.98,30,0.69,30,0.9,30,0.83,30,0.81,30,1.19,30,0.72,30,0.89,30,0.86,30,0.9,30,1.05,30,0.66,30,1.38,30,0.72,30,0.91
D,149,Igor,4.5,4.5,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,150,Lamptey,4.5,4.5,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,151,Van Hecke,4.5,4.5,BHA,90,3.69,90,3.73,90,3.27,90,3.21,90,3.85,90,3.04,90,3.65,90,3.41,90,3.38,90,4.4,90,3.13,90,3.58,90,3.49,90,3.56,90,3.99,90,3.03,90,4.89,90,3.16,90,3.66
D,152,Veltman,4.5,4.5,BHA,30,0.96,30,0.95,30,0.81,30,0.78,30,1.0,30,0.73,30,0.93,30,0.86,30,0.84,30,1.19,30,0.76,30,0.91,30,0.88,30,0.91,30,1.06,30,0.72,30,1.36,30,0.76,30,0.94
D,153,Webster,4.5,4.5,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,154,Cashin,4.0,4.0,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
