Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts
D,155,Slater,4.0,4.0,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,156,Tasker,4.0,4.0,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,157,Mitoma,6.5,6.5,BHA,90,4.75,90,4.37,90,4.48,90,4.46,90,5.46,90,4.22,90,4.6,90,4.78,90,4.47,90,6.19,90,4.4,90,5.16,90,4.61,90,4.83,90,5.22,90,4.38,90,7.11,90,3.97,90,4.68
M,158,Georginio,6.0,6.0,BHA,60,2.71,60,2.46,60,2.53,60,2.49,60,3.12,60,2.36,60,2.6,60,2.72,60,2.52,60,3.58,60,2.47,60,2.94,60,2.62,60,2.76,60,3.0,60,2.41,60,4.14,60,2.21,60,2.66
M,159,March,6.0,6.0,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,160,Minteh,6.0,6.0,BHA,30,1.46,30,1.37,30,1.39,30,1.42,30,1.71,30,1.32,30,1.44,30,1.48,30,1.4,30,1.93,30,1.38,30,1.61,30,1.43,30,1.48,30,1.61,30,1.42,30,2.23,30,1.25,30,1.46
M,161,Enciso,5.5,5.5,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,162,Gruda,5.5,5.5,BHA,30,1.19,30,1.1,30,1.11,30,1.11,30,1.38,30,1.05,30,1.15,30,1.19,30,1.12,30,1.57,30,1.09,30,1.3,30,1.15,30,1.21,30,1.32,30,1.1,30,1.82,30,0.99,30,1.17
M,163,Hinshelwood,5.5,5.5,BHA,30,0.94,30,0.91,30,0.89,30,0.91,30,1.05,30,0.86,30,0.93,30,0.94,30,0.9,30,1.17,30,0.89,30,1.0,30,0.92,30,0.95,30,1.02,30,0.94,30,1.32,30,0.84,30,0.94
M,164,O'Riley,5.5,5.5,BHA,30,1.28,30,1.17,30,1.2,30,1.19,30,1.5,30,1.12,30,1.24,30,1.29,30,1.2,30,1.72,30,1.17,30,1.4,30,1.24,30,1.31,30,1.43,30,1.17,30,2.0,30,1.05,30,1.26
M,165,Sima,5.5,5.5,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,166,Ayari,5.0,5.0,BHA,60,2.44,60,2.52,60,2.42,60,2.56,60,2.71,60,2.44,60,2.52,60,2.49,60,2.48,60,2.83,60,2.47,60,2.61,60,2.44,60,2.43,60,2.54,60,2.67,60,3.04,60,2.42,60,2.51
M,167,Baleba,5.0,5.0,BHA,90,4.2,90,4.37,90,4.21,90,4.37,90,4.49,90,4.25,90,4.34,90,4.27,90,4.3,90,4.52,90,4.28,90,4.39,90,4.23,90,4.16,90,4.25,90,4.41,90,4.64,90,4.24,90,4.32
M,168,Buonanotte,5.0,5.0,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,169,Gomez,5.0,5.0,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,170,Milner,5.0,5.0,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,171,Sarmiento,5.0,5.0,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,172,Watson,5.0,5.0,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,173,Wieffer,5.0,5.0,BHA,30,1.4,30,1.39,30,1.37,30,1.38,30,1.51,30,1.35,30,1.41,30,1.41,30,1.38,30,1.57,30,1.37,30,1.46,30,1.39,30,1.39,30,1.44,30,1.34,30,1.66,30,1.32,30,1.41
M,174,Yalcouye,5.0,5.0,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,175,Knight,4.5,4.5,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,176,Mazilu,4.5,4.5,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,177,Moran,4.5,4.5,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,178,Welbeck,6.5,6.5,BHA,90,4.07,90,3.65,90,3.86,90,3.77,90,4.69,90,3.6,90,3.9,90,4.13,90,3.82,90,5.3,90,3.77,90,4.45,90,3.97,90,4.18,90,4.47,90,3.56,90,6.07,90,3.34,90,3.98
F,179,Ferguson,5.5,5.5,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,180,Tzimas,5.5,5.5,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,181,Kostoulas,5.0,5.0,BHA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,182,Trafford,5.0,5.0,BUR,30,0.75,30,1.1,30,0.75,30,0.7,30,0.89,30,0.67,30,0.74,30,0.98,30,0.81,30,0.79,30,0.82,30,0.77,30,0.71,30,0.79,30,0.69,30,0.85,30,0.7,30,0.92,30,0.77
G,183,Weiss,4.5,4.5,BUR,60,1.7,60,2.4,60,1.72,60,1.61,60,2.0,60,1.56,60,1.68,60,2.17,60,1.83,60,1.79,60,1.85,60,1.75,60,1.62,60,1.79,60,1.59,60,1.91,60,1.61,60,2.04,60,1.75
G,184,Green,4.0,4.0,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,185,Hladký,4.0,4.0,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,186,Roberts,4.5,4.5,BUR,30,0.57,30,1.16,30,0.56,30,0.48,30,0.8,30,0.4,30,0.53,30,0.97,30,0.66,30,0.61,30,0.68,30,0.59,30,0.49,30,0.63,30,0.44,30,0.73,30,0.47,30,0.82,30,0.6
D,187,Walker,4.5,4.5,BUR,60,1.34,60,2.46,60,1.32,60,1.16,60,1.78,60,1.01,60,1.25,60,2.1,60,1.51,60,1.42,60,1.54,60,1.37,60,1.18,60,1.45,60,1.09,60,1.64,60,1.14,60,1.83,60,1.39
D,188,Delcroix,4.0,4.0,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,189,Dodgson,4.0,4.0,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,190,Ekdal,4.0,4.0,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,191,Estève,4.0,4.0,BUR,90,3.13,90,4.22,90,3.01,90,2.94,90,3.36,90,2.68,90,2.88,90,3.83,90,3.27,90,3.08,90,3.27,90,2.94,90,2.89,90,3.01,90,2.77,90,3.28,90,2.86,90,3.62,90,3.0
D,192,Hartman,4.0,4.0,BUR,30,0.76,30,1.35,30,0.72,30,0.67,30,0.94,30,0.56,30,0.67,30,1.14,30,0.81,30,0.75,30,0.83,30,0.73,30,0.67,30,0.78,30,0.61,30,0.86,30,0.64,30,0.96,30,0.75
D,193,Humphreys,4.0,4.0,BUR,60,1.66,60,2.51,60,1.6,60,1.53,60,1.9,60,1.35,60,1.51,60,2.21,60,1.78,60,1.66,60,1.78,60,1.58,60,1.5,60,1.63,60,1.42,60,1.81,60,1.48,60,2.03,60,1.61
D,194,Jordan,4.0,4.0,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,195,Lucas Pires,4.0,4.0,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,196,Sambo,4.0,4.0,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,197,Sonne,4.0,4.0,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,198,Tuanzebe,4.0,4.0,BUR,90,2.64,90,4.01,90,2.56,90,2.43,90,3.07,90,2.18,90,2.44,90,3.54,90,2.83,90,2.67,90,2.85,90,2.55,90,2.4,90,2.64,90,2.28,90,2.92,90,2.37,90,3.24,90,2.6
D,199,Worrall,4.0,4.0,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,200,Anthony,5.5,5.5,BUR,90,4.36,90,5.41,90,4.0,90,4.23,90,4.22,90,3.89,90,3.92,90,4.89,90,4.08,90,3.82,90,4.09,90,3.97,90,4.21,90,4.1,90,4.02,90,4.04,90,4.1,90,4.12,90,4.11
M,201,Benson,5.5,5.5,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,202,Bruun Larsen,5.5,5.5,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,203,Boateng,5.0,5.0,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,204,Churlinov,5.0,5.0,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,205,Cullen,5.0,5.0,BUR,90,3.79,90,3.69,90,3.58,90,3.82,90,3.35,90,3.65,90,3.52,90,3.61,90,3.61,90,3.46,90,3.56,90,3.42,90,3.73,90,3.42,90,3.67,90,3.42,90,3.73,90,3.53,90,3.5
M,206,Edwards,5.0,5.0,BUR,60,2.28,60,3.34,60,2.11,60,2.12,60,2.47,60,1.93,60,2.07,60,2.92,60,2.18,60,2.04,60,2.22,60,2.19,60,2.17,60,2.3,60,2.04,60,2.27,60,2.07,60,2.29,60,2.26
M,207,Hannibal,5.0,5.0,BUR,90,3.87,90,4.24,90,3.61,90,3.85,90,3.57,90,3.61,90,3.54,90,3.98,90,3.66,90,3.46,90,3.63,90,3.5,90,3.78,90,3.55,90,3.67,90,3.53,90,3.74,90,3.63,90,3.6
M,208,Koleosho,5.0,5.0,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,209,Laurent,5.0,5.0,BUR,90,4.21,90,4.28,90,3.98,90,4.19,90,3.8,90,4.0,90,3.92,90,4.15,90,4.02,90,3.84,90,3.98,90,3.84,90,4.13,90,3.86,90,4.04,90,3.84,90,4.1,90,3.96,90,3.93
M,210,Tchaouna,5.0,5.0,BUR,30,0.79,30,1.11,30,0.74,30,0.75,30,0.85,30,0.69,30,0.73,30,0.98,30,0.77,30,0.73,30,0.78,30,0.76,30,0.76,30,0.79,30,0.72,30,0.79,30,0.73,30,0.81,30,0.78
M,211,A.Ramsey,4.5,4.5,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,212,Adewumi,4.5,4.5,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,213,Banel,4.5,4.5,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,214,Trésor,4.5,4.5,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,215,Flemming,5.5,5.5,BUR,90,3.74,90,4.97,90,3.44,90,3.57,90,3.82,90,3.28,90,3.39,90,4.43,90,3.5,90,3.29,90,3.54,90,3.52,90,3.61,90,3.66,90,3.42,90,3.57,90,3.48,90,3.56,90,3.63
F,216,Amdouni,5.0,5.0,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,217,Foster,5.0,5.0,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,218,Barnes,4.5,4.5,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,219,Obafemi,4.5,4.5,BUR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,220,Sánchez,5.0,5.0,CHE,90,3.28,90,3.38,90,3.49,90,2.97,90,3.15,90,3.28,90,2.94,90,3.3,90,4.22,90,3.12,90,3.67,90,3.81,90,3.28,90,3.57,90,2.94,90,3.69,90,2.91,90,3.4,90,3.25
G,221,Jörgensen,4.5,4.5,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,222,Penders,4.0,4.0,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,223,Slonina,4.0,4.0,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,224,Cucurella,6.0,6.0,CHE,90,3.64,90,3.78,90,3.88,90,3.33,90,3.46,90,3.76,90,3.33,90,3.63,90,5.35,90,3.61,90,4.19,90,4.3,90,3.52,90,4.24,90,3.24,90,4.17,90,3.15,90,3.77,90,3.66
D,225,James,5.5,5.5,CHE,90,3.7,90,3.78,90,3.93,90,3.26,90,3.41,90,3.76,90,3.21,90,3.65,90,5.67,90,3.56,90,4.28,90,4.35,90,3.5,90,4.31,90,3.14,90,4.2,90,3.05,90,3.85,90,3.68
D,226,Chalobah,5.0,5.0,CHE,60,2.27,60,2.37,60,2.43,60,2.08,60,2.16,60,2.36,60,2.08,60,2.27,60,3.42,60,2.27,60,2.64,60,2.72,60,2.2,60,2.69,60,2.02,60,2.62,60,1.96,60,2.36,60,2.29
D,227,Colwill,5.0,5.0,CHE,90,3.51,90,3.67,90,3.76,90,3.22,90,3.36,90,3.63,90,3.23,90,3.52,90,5.12,90,3.5,90,4.06,90,4.19,90,3.43,90,4.1,90,3.15,90,4.05,90,3.06,90,3.65,90,3.54
D,228,Gusto,5.0,5.0,CHE,60,2.25,60,2.34,60,2.41,60,2.04,60,2.12,60,2.33,60,2.03,60,2.24,60,3.43,60,2.23,60,2.62,60,2.69,60,2.17,60,2.66,60,1.98,60,2.6,60,1.92,60,2.34,60,2.27
D,229,B.Badiashile,4.5,4.5,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,230,Fofana,4.5,4.5,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,231,M.Sarr,4.5,4.5,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,232,Tosin,4.5,4.5,CHE,30,0.98,30,1.05,30,1.06,30,0.92,30,0.96,30,1.04,30,0.93,30,1.0,30,1.43,30,1.01,30,1.15,30,1.21,30,0.98,30,1.17,30,0.9,30,1.17,30,0.87,30,1.02,30,1.0
D,233,Acheampong,4.0,4.0,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,234,Anselmino,4.0,4.0,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,235,Palmer,10.5,10.5,CHE,90,6.31,90,5.94,90,6.13,90,5.81,90,5.57,90,6.36,90,5.6,90,5.89,90,10.0,90,6.19,90,6.72,90,6.13,90,5.29,90,7.19,90,5.42,90,6.13,90,5.32,90,6.31,90,6.28
M,236,Neto,7.0,7.0,CHE,90,4.05,90,3.91,90,4.0,90,3.81,90,3.72,90,4.08,90,3.72,90,3.87,90,5.79,90,3.99,90,4.28,90,4.05,90,3.61,90,4.48,90,3.64,90,4.03,90,3.58,90,4.06,90,4.04
M,237,Enzo,6.5,6.5,CHE,90,4.38,90,4.35,90,4.32,90,4.46,90,4.25,90,4.57,90,4.48,90,4.27,90,5.83,90,4.63,90,4.55,90,4.39,90,4.06,90,4.88,90,4.34,90,4.39,90,4.25,90,4.34,90,4.47
M,238,Estêvão,6.5,6.5,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,239,Gittens,6.5,6.5,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,240,Nkunku,6.0,6.0,CHE,30,1.68,30,1.58,30,1.64,30,1.55,30,1.48,30,1.7,30,1.49,30,1.57,30,2.73,30,1.66,30,1.8,30,1.64,30,1.4,30,1.94,30,1.44,30,1.64,30,1.41,30,1.68,30,1.68
M,241,Caicedo,5.5,5.5,CHE,90,3.88,90,4.02,90,3.88,90,4.14,90,4.03,90,4.1,90,4.19,90,3.93,90,4.08,90,4.2,90,3.93,90,3.99,90,3.92,90,4.16,90,4.13,90,4.0,90,4.08,90,3.83,90,4.02
M,242,Dewsbury-Hall,5.0,5.0,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,243,George,5.0,5.0,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,244,Lavia,5.0,5.0,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,245,Mudryk,5.0,5.0,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,246,Andrey Santos,4.5,4.5,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,247,D.Essugo,4.5,4.5,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,248,Paez,4.5,4.5,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,249,João Pedro,7.5,7.5,CHE,90,4.86,90,4.59,90,4.7,90,4.6,90,4.38,90,4.91,90,4.46,90,4.56,90,7.28,90,4.84,90,5.08,90,4.63,90,4.15,90,5.44,90,4.33,90,4.66,90,4.26,90,4.83,90,4.85
F,250,Delap,6.5,6.5,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,251,N.Jackson,6.5,6.5,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,252,Marc Guiu,4.5,4.5,CHE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,253,Henderson,5.0,5.0,CRY,90,2.59,90,3.36,90,2.78,90,4.02,90,3.09,90,2.63,90,3.08,90,2.95,90,2.66,90,2.99,90,2.99,90,3.06,90,3.19,90,3.56,90,2.87,90,2.84,90,3.3,90,3.16,90,3.21
G,254,Benitez,4.0,4.0,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,255,Matthews,4.0,4.0,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
