id,first_name,second_name,web_name,team,position,cost,total_points,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,form_rank,points_per_game_rank,selected_rank,starts_per_90,clean_sheets_per_90
1,David,Raya Martín,Raya,1,1,5.5,142,0.00,0.03,0.03,35.03,3420,0,0,13,34,0,0,0,3,0,86,10,555,755.4,10.7,0.0,76.7,38,0.0,2.26,0.0,0.0,0.92,0.89,123,469,68,18,1.0,0.34
2,Kepa,Arrizabalaga Revuelta,Arrizabalaga,1,1,4.5,106,0.06,0.03,0.09,38.83,2790,0,0,8,39,0,0,0,3,0,97,7,406,744.4,10.4,4.0,75.8,31,0.0,3.13,0.0,0.0,1.25,1.26,359,142,94,216,1.0,0.26
3,Karl,Hein,Hein,1,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,591,56,438,223,0,0
4,Tommy,Setford,Setford,1,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,634,99,472,425,0,0
5,Gabriel,dos Santos Magalhães,Gabriel,1,2,6.0,117,2.70,1.21,3.91,23.09,2363,3,2,10,22,0,0,0,4,0,0,9,459,584.6,208.8,287.0,108.2,28,0.1,0.0,0.05,0.15,0.88,0.84,94,569,32,8,1.07,0.38
6,William,Saliba,Saliba,1,2,6.0,130,2.42,1.28,3.70,30.32,3039,2,0,12,29,0,0,0,2,1,0,14,564,672.6,150.1,116.0,94.2,35,0.07,0.0,0.04,0.11,0.9,0.86,99,574,70,29,1.04,0.36
7,Riccardo,Calafiori,Calafiori,1,2,5.5,39,0.86,0.69,1.55,10.28,978,2,1,1,12,0,0,0,4,0,0,1,142,252.6,118.2,176.0,54.6,11,0.08,0.0,0.06,0.14,0.95,1.1,173,519,236,332,1.01,0.09
8,Jurriën,Timber,J.Timber,1,2,5.5,114,1.23,1.30,2.53,21.09,2415,1,3,11,21,0,0,0,7,0,0,9,426,393.0,296.8,254.0,94.2,27,0.05,0.0,0.05,0.1,0.79,0.78,169,515,59,116,1.01,0.41
9,Jakub,Kiwior,Kiwior,1,2,5.5,43,0.17,0.29,0.46,14.71,1117,1,0,3,15,0,0,0,1,0,0,2,178,267.2,91.3,32.0,39.2,10,0.01,0.0,0.02,0.03,1.19,1.21,164,510,187,614,0.81,0.24
10,Myles,Lewis-Skelly,Lewis-Skelly,1,2,5.5,37,0.16,0.51,0.67,16.65,1362,1,0,5,16,0,0,0,3,2,0,0,237,176.0,170.7,57.0,40.0,15,0.01,0.0,0.03,0.04,1.1,1.06,184,530,297,53,0.99,0.33
11,Benjamin,White,White,1,2,5.5,50,0.46,1.30,1.76,16.88,1195,0,2,5,13,0,0,0,2,0,0,0,211,247.6,162.6,100.0,51.0,13,0.03,0.0,0.1,0.13,1.27,0.98,133,479,142,276,0.98,0.38
12,Oleksandr,Zinchenko,Zinchenko,1,2,5.0,40,0.65,0.52,1.17,3.21,518,0,1,4,1,0,0,0,1,0,0,2,141,83.4,92.8,66.0,24.1,5,0.11,0.0,0.09,0.2,0.56,0.17,245,360,167,408,0.87,0.69
13,Brayden,Clarke,Clarke,1,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,637,102,475,206,0,0
14,Maldini,Kacurri,Kacurri,1,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,647,112,481,323,0,0
15,Josh,Nichols,Nichols,1,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,612,77,457,342,0,0
16,Bukayo,Saka,Saka,1,3,10.0,127,6.87,7.78,14.65,17.72,1724,6,11,7,21,0,0,0,3,0,0,18,508,606.0,842.8,830.0,227.9,20,0.36,0.0,0.41,0.77,0.93,1.1,5,654,11,19,1.04,0.37
17,Martin,Ødegaard,Ødegaard,1,3,8.0,116,4.85,6.68,11.53,22.16,2321,3,9,11,21,0,0,0,4,0,0,11,529,524.6,968.7,493.0,198.8,26,0.19,0.0,0.26,0.45,0.86,0.81,12,644,56,108,1.01,0.43
18,Noni,Madueke,Madueke,1,3,7.0,120,9.62,2.86,12.48,29.55,2028,7,5,6,28,0,0,0,3,0,0,12,425,479.2,475.1,998.0,195.3,27,0.43,0.0,0.13,0.56,1.31,1.24,34,626,63,97,1.2,0.27
19,Gabriel,Martinelli Silva,Martinelli,1,3,7.0,125,7.13,4.46,11.59,26.22,2284,8,4,10,25,0,0,0,1,0,0,6,422,559.8,587.8,912.0,206.1,25,0.28,0.0,0.18,0.46,1.03,0.99,37,629,64,121,0.99,0.39
20,Leandro,Trossard,Trossard,1,3,7.0,152,6.74,4.12,10.86,24.76,2546,8,8,11,27,0,0,0,2,1,0,18,561,609.0,617.6,798.0,202.1,28,0.24,0.0,0.15,0.39,0.88,0.95,27,619,45,115,0.99,0.39
21,Declan,Rice,Rice,1,3,6.5,127,3.51,5.64,9.14,27.13,2823,4,7,11,29,0,0,0,5,1,0,17,627,733.0,959.6,399.0,208.8,33,0.11,0.0,0.18,0.29,0.86,0.92,49,593,79,66,1.05,0.35
22,Mikel,Merino Zazón,Merino,1,3,6.0,92,5.75,1.18,6.93,15.71,1575,7,2,4,17,0,0,0,2,1,0,8,326,456.8,265.8,511.0,123.3,17,0.33,0.0,0.07,0.4,0.9,0.97,86,561,112,215,0.97,0.23
23,Fábio,Ferreira Vieira,Fábio Vieira,1,3,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,163,509,641,630,0,0
24,Christian,Nørgaard,Nørgaard,1,3,5.5,107,4.23,1.38,5.61,44.54,2820,5,5,6,45,0,0,0,8,1,0,7,580,735.4,333.0,409.0,147.9,34,0.14,0.0,0.04,0.18,1.42,1.44,121,467,127,255,1.09,0.19
25,Ethan,Nwaneri,Nwaneri,1,3,5.5,66,1.19,1.78,2.97,5.38,882,4,2,4,4,0,0,0,1,0,0,4,251,293.2,282.8,255.0,83.0,11,0.12,0.0,0.18,0.3,0.55,0.41,185,531,189,261,1.12,0.41
26,Martín,Zubimendi Ibáñez,Zubimendi,1,3,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,178,524,644,143,0,0
27,Reiss,Nelson,Nelson,1,3,5.0,27,1.07,0.96,2.03,6.13,483,1,1,1,9,0,0,0,1,0,0,2,143,131.6,223.9,195.0,55.1,5,0.2,0.0,0.18,0.38,1.14,1.68,240,355,220,454,0.93,0.19
28,Ismeal,Kabia,Kabia,1,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,515,298,576,305,0,0
29,Albert,Sambi Lokonga,Sambi,1,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,415,198,507,459,0,0
30,Kai,Havertz,Havertz,1,4,7.5,97,9.53,1.65,11.18,19.32,1872,9,3,7,20,0,0,0,5,0,0,14,343,467.6,269.0,711.0,144.8,21,0.46,0.0,0.08,0.54,0.93,0.96,20,636,35,127,1.01,0.34
31,Gabriel,Fernando de Jesus,G.Jesus,1,4,6.5,42,3.05,0.52,3.57,5.82,600,3,2,2,5,0,0,0,4,0,0,6,152,154.4,119.5,255.0,52.6,6,0.46,0.0,0.08,0.54,0.87,0.75,50,594,190,647,0.9,0.3
32,Emiliano,Martínez Romero,Martinez,2,1,5.0,111,0.00,0.02,0.02,44.99,3195,0,0,8,47,0,1,0,5,1,100,6,457,839.6,20.0,0.0,86.0,37,0.0,2.82,0.0,0.0,1.27,1.32,214,329,133,389,1.04,0.23
33,Marco,Bizot,M.Bizot,2,1,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,347,130,490,335,0,0
34,Joe,Gauci,Gauci,2,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,590,55,437,194,0,0
35,Filip,Marschall,Marschall,2,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,589,54,436,371,0,0
36,Matty,Cash,Cash,2,2,4.5,76,0.48,1.23,1.71,28.64,2069,1,1,7,22,0,0,0,7,0,0,2,286,359.2,181.0,171.0,71.3,24,0.02,0.0,0.05,0.07,1.25,0.96,377,160,153,154,1.04,0.3
37,Lucas,Digne,Digne,2,2,4.5,89,0.80,3.97,4.77,34.94,2348,0,5,6,36,0,0,0,4,0,0,7,383,512.6,583.9,112.0,120.7,28,0.03,0.0,0.15,0.18,1.34,1.38,353,136,150,158,1.07,0.23
38,Ezri,Konsa Ngoyo,Konsa,2,2,4.5,103,1.29,0.61,1.90,43.82,2936,2,0,8,45,0,0,0,1,0,0,10,448,532.8,123.9,166.0,82.4,33,0.04,0.0,0.02,0.06,1.34,1.38,378,161,130,17,1.01,0.25
39,Ian,Maatsen,Maatsen,2,2,4.5,57,0.87,2.43,3.30,17.31,1125,1,2,3,16,0,0,0,2,0,0,0,204,252.0,293.4,197.0,74.3,10,0.07,0.0,0.19,0.26,1.38,1.28,420,203,242,174,0.8,0.24
40,Tyrone,Mings,Mings,2,2,4.5,47,0.88,0.23,1.11,13.20,1119,0,1,4,11,0,0,0,1,0,0,5,207,220.4,49.2,74.0,34.6,12,0.07,0.0,0.02,0.09,1.06,0.88,366,149,95,348,0.97,0.32
41,Pau,Torres,Pau,2,2,4.5,55,0.51,0.43,0.94,29.69,2019,0,0,5,33,0,0,0,2,0,0,3,254,350.6,84.5,102.0,54.0,23,0.02,0.0,0.02,0.04,1.32,1.47,410,193,205,311,1.03,0.22
42,Andrés,García,A.García,2,2,4.0,8,0.04,0.49,0.53,6.49,316,0,0,0,5,0,0,0,0,0,0,0,26,45.6,68.4,7.0,12.0,5,0.01,0.0,0.14,0.15,1.85,1.42,652,117,332,177,1.42,0.0
43,Álex,Moreno Lopera,Alex Moreno,2,2,4.0,34,0.17,1.10,1.27,13.94,952,0,1,3,16,0,0,0,2,0,0,1,126,200.8,134.5,29.0,36.4,11,0.02,0.0,0.1,0.12,1.32,1.51,547,12,203,40,1.04,0.28
44,Lamare,Bogarde,Bogarde,2,2,4.0,6,0.04,0.13,0.17,9.28,473,0,0,0,11,0,0,0,2,0,0,0,22,84.8,33.3,15.0,13.3,5,0.01,0.0,0.02,0.03,1.77,2.09,618,83,383,302,0.95,0.0
45,Lino,da Cruz Sousa,Sousa,2,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,616,81,459,320,0,0
46,Yasin,Özcan,Yasin,2,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,645,110,479,254,0,0
47,Morgan,Rogers,Rogers,2,3,7.0,161,6.49,5.24,11.73,43.70,3115,8,11,10,40,0,0,0,10,0,0,15,534,731.6,722.7,689.0,214.3,37,0.19,0.0,0.15,0.34,1.26,1.16,32,624,26,14,1.07,0.29
48,Youri,Tielemans,Tielemans,2,3,6.0,121,3.31,5.83,9.14,43.87,3025,3,7,7,46,0,0,1,4,0,0,15,686,799.6,963.1,333.0,209.6,35,0.1,0.0,0.17,0.27,1.31,1.37,81,556,101,170,1.04,0.21
49,Leon,Bailey,Bailey,2,3,5.5,47,1.73,2.92,4.65,13.91,1132,1,2,2,19,0,0,0,3,0,0,2,174,146.4,235.8,325.0,70.3,14,0.14,0.0,0.23,0.37,1.11,1.51,144,490,251,328,1.11,0.16
50,Emiliano,Buendía Stati,Buendía,2,3,5.5,11,0.65,0.03,0.68,2.27,89,0,0,0,2,0,0,0,1,0,0,0,37,16.4,23.2,16.0,5.2,0,0.66,0.0,0.03,0.69,2.3,2.02,132,478,381,624,0.0,0.0
51,Samuel,Iling-Junior,Iling Jr,2,3,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,174,520,643,635,0,0
52,Jacob,Ramsey,J.Ramsey,2,3,5.5,66,1.59,2.18,3.77,23.99,1616,1,4,5,26,0,0,0,2,1,0,3,265,235.4,307.9,245.0,78.7,19,0.09,0.0,0.12,0.21,1.34,1.45,151,497,211,267,1.06,0.28
53,Donyell,Malen,Malen,2,3,5.5,34,2.15,0.15,2.30,4.77,296,3,0,0,6,0,0,0,0,0,0,3,112,138.2,42.7,208.0,38.5,2,0.65,0.0,0.05,0.7,1.45,1.82,137,483,196,249,0.61,0.0
54,John,McGinn,McGinn,2,3,5.5,78,3.10,2.70,5.80,35.03,2217,1,4,8,34,0,0,0,7,0,0,1,360,277.2,500.6,263.0,103.7,27,0.13,0.0,0.11,0.24,1.42,1.38,118,464,209,295,1.1,0.32
55,Ross,Barkley,Barkley,2,3,5.0,44,1.79,0.43,2.22,6.32,567,3,1,1,10,0,0,0,3,0,0,5,166,215.4,128.1,206.0,54.8,3,0.28,0.0,0.07,0.35,1.0,1.59,212,327,219,384,0.48,0.16
56,Enzo,Barrenechea,Barrenechea,2,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,309,424,617,563,0,0
57,Lewis,Dobbin,Dobbin,2,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,293,408,611,593,0,0
58,Boubacar,Kamara,Kamara,2,3,5.0,57,0.82,0.83,1.65,23.03,1720,1,0,6,22,0,0,0,2,0,0,3,296,326.6,191.0,83.0,60.2,20,0.04,0.0,0.04,0.08,1.21,1.15,265,380,222,435,1.05,0.31
59,Amadou,Onana,Onana,2,3,5.0,65,2.12,0.84,2.96,23.66,1613,3,0,6,23,0,0,0,4,0,0,5,324,358.0,194.8,215.0,77.0,20,0.12,0.0,0.05,0.17,1.32,1.28,288,403,184,142,1.12,0.33
60,Ben,Broggio,Broggio,2,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,513,296,575,395,0,0
61,Leander,Dendoncker,Dendoncker,2,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,367,150,492,294,0,0
62,Jamaldeen,Jimoh-Aloba,Jimoh-Aloba,2,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,498,281,563,603,0,0
63,Kadan,Young,Young,2,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,484,267,552,293,0,0
64,Ollie,Watkins,Watkins,2,4,9.0,186,15.12,2.07,17.19,38.62,2593,16,8,10,40,0,0,0,2,0,0,32,631,766.0,345.2,1148.0,223.8,31,0.52,0.0,0.07,0.59,1.34,1.39,7,653,13,43,1.08,0.35
65,Zépiqueno,Redmond,Redmond,2,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,510,293,573,178,0,0
182,James,Trafford,Trafford,3,1,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,279,394,605,83,0,0
183,Max,Weiß,Weiss,3,1,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,471,254,543,448,0,0
184,Etienne,Green,Green,3,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,604,69,449,246,0,0
185,Václav,Hladký,Hladký,3,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,537,2,396,299,0,0
186,Connor,Roberts,Roberts,3,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,375,158,495,460,0,0
187,Kyle,Walker,Walker,3,2,4.5,13,0.12,1.34,1.46,19.26,966,0,0,0,21,0,0,0,3,0,0,0,63,157.4,147.7,29.0,33.5,9,0.01,0.0,0.12,0.13,1.79,1.96,344,127,379,113,0.84,0.0
188,Hannes,Delcroix,Delcroix,3,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,573,38,422,219,0,0
189,Owen,Dodgson,Dodgson,3,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,588,53,435,327,0,0
190,Hjalmar,Ekdal,Ekdal,3,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,601,66,447,309,0,0
191,Maxime,Estève,Estève,3,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,600,65,446,88,0,0
192,Quilindschy,Hartman,Hartman,3,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,609,74,454,262,0,0
193,Bashir,Humphreys,Humphreys,3,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,585,50,432,199,0,0
194,Jordan,Beyer,Jordan,3,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,571,36,420,337,0,0
195,Lucas,Pires Silva,Lucas Pires,3,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,632,97,470,301,0,0
196,Shurandy,Sambo,Sambo,3,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,584,49,431,353,0,0
197,Oliver,Sonne,Sonne,3,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,624,89,463,339,0,0
198,Axel,Tuanzebe,Tuanzebe,3,2,4.0,27,0.21,0.26,0.47,32.01,1710,0,1,1,38,1,0,0,3,1,0,0,80,284.4,93.4,25.0,40.1,20,0.01,0.0,0.01,0.02,1.68,2.0,558,23,326,57,1.05,0.05
199,Joe,Worrall,Worrall,3,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,559,24,410,347,0,0
200,Jaidon,Anthony,Anthony,3,3,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,167,513,642,491,0,0
201,Manuel,Benson Hedilazio,Benson,3,3,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,130,476,633,640,0,0
202,Jacob,Bruun Larsen,Bruun Larsen,3,3,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,128,474,632,561,0,0
203,Enock,Agyei,Boateng,3,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,333,448,626,549,0,0
204,Darko,Churlinov,Churlinov,3,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,276,391,603,570,0,0
205,Josh,Cullen,Cullen,3,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,229,344,593,557,0,0
206,Marcus,Edwards,Edwards,3,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,231,346,594,373,0,0
207,Hannibal,Mejbri,Hannibal,3,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,294,409,612,398,0,0
208,Luca,Koleosho,Koleosho,3,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,306,421,616,517,0,0
209,Josh,Laurent,Laurent,3,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,225,340,592,567,0,0
210,Loum,Tchaouna,Tchaouna,3,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,297,412,613,575,0,0
211,Aaron,Ramsey,A.Ramsey,3,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,423,206,512,56,0,0
212,Oluwaseun,Adewumi,Adewumi,3,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,509,292,572,586,0,0
213,Jaydon,Banel,Banel,3,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,494,277,560,620,0,0
214,Mike,Trésor Ndayishimiye,Trésor,3,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,416,199,508,482,0,0
215,Zian,Flemming,Flemming,3,4,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,157,503,638,400,0,0
216,Zeki,Amdouni,Amdouni,3,4,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,311,426,618,239,0,0
217,Lyle,Foster,Foster,3,4,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,282,397,607,287,0,0
218,Ashley,Barnes,Barnes,3,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,341,124,489,82,0,0
219,Michael,Obafemi,Obafemi,3,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,389,172,499,150,0,0
66,Norberto,Murara Neto,Neto,4,1,4.5,7,0.00,0.00,0.00,2.91,180,0,0,0,2,0,0,0,0,0,11,0,30,77.8,0.0,0.0,7.8,2,0.0,5.5,0.0,0.0,1.46,1.0,346,129,84,168,1.0,0.0
67,Đorđe,Petrović,Petrović,4,1,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,429,212,518,58,0,0
68,Will,Dennis,Dennis,4,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,582,47,429,228,0,0
69,Callan,McKenna,McKenna,4,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,638,103,476,391,0,0
70,Alex,Paulsen,Paulsen,4,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,610,75,455,424,0,0
71,Illia,Zabarnyi,Zabarnyi,4,2,5.0,94,1.20,0.76,1.96,42.54,3109,0,1,8,42,0,0,0,4,1,0,8,429,651.4,177.0,88.0,92.0,35,0.03,0.0,0.02,0.05,1.23,1.22,301,416,171,238,1.01,0.23
72,Marcos,Senesi Barón,Senesi,4,2,4.5,31,0.84,0.48,1.32,14.76,1103,0,0,2,17,0,0,0,5,0,0,3,114,271.6,84.2,39.0,39.6,13,0.07,0.0,0.04,0.11,1.2,1.39,391,174,268,209,1.06,0.16
73,Adam,Smith,Smith,4,2,4.5,57,0.65,0.68,1.33,19.04,1586,0,0,6,18,0,0,0,7,0,0,0,161,181.8,147.2,24.0,35.0,19,0.04,0.0,0.04,0.08,1.08,1.02,343,126,204,456,1.08,0.34
74,Adrien,Truffert,Truffert,4,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,456,239,534,195,0,0
75,Matai,Akinmboni,Akinmboni,4,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,626,91,465,278,0,0
76,Owen,Bevan,Bevan,4,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,622,87,461,171,0,0
