id,first_name,second_name,web_name,team,position,cost,total_points,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,form_rank,points_per_game_rank,selected_rank,starts_per_90,clean_sheets_per_90
488,Bruno,Guimarães Rodriguez Moura,Bruno G.,15,3,6.5,135,4.34,5.32,9.66,43.41,3273,5,6,13,44,0,0,0,7,0,0,10,661,723.0,796.0,454.0,197.5,38,0.12,0.0,0.15,0.27,1.19,1.21,51,595,80,191,1.04,0.36
489,Jacob,Murphy,J.Murphy,15,3,6.5,159,5.89,6.14,12.03,28.19,2356,8,13,11,31,0,0,0,4,0,0,11,601,713.4,625.2,519.0,185.6,31,0.22,0.0,0.23,0.45,1.08,1.18,44,588,21,126,1.18,0.42
490,Joelinton Cássio,Apolinário de Lira,Joelinton,15,3,6.0,99,3.74,2.17,5.91,31.79,2394,4,4,10,32,0,0,0,10,0,0,11,374,469.8,389.3,465.0,132.7,29,0.14,0.0,0.08,0.22,1.2,1.2,83,558,102,359,1.09,0.38
491,Sandro,Tonali,Tonali,15,3,5.5,106,4.46,2.77,7.23,33.18,2625,4,2,11,34,0,0,0,5,0,0,10,536,539.4,496.3,299.0,133.5,28,0.15,0.0,0.09,0.24,1.14,1.17,158,504,144,138,0.96,0.38
492,Antoñito,Cordero Campillo,Antoñito C.,15,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,339,454,629,582,0,0
493,Sean,Longstaff,Longstaff,15,3,5.0,34,0.60,0.22,0.82,11.32,783,0,1,2,11,0,0,0,2,0,0,0,131,117.2,78.4,76.0,27.3,8,0.07,0.0,0.03,0.1,1.3,1.26,233,348,316,364,0.92,0.23
494,Joe,Willock,Willock,15,3,5.0,46,1.65,0.93,2.58,15.01,1065,0,2,4,16,0,0,0,4,0,0,0,139,172.8,273.8,197.0,63.9,11,0.14,0.0,0.08,0.22,1.27,1.35,239,354,317,451,0.93,0.34
495,Isaac,Hayden,Hayden,15,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,368,151,493,577,0,0
496,Garang,Kuol,Kuol,15,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,500,283,565,623,0,0
497,Lewis,Miley,L.Miley,15,3,4.5,21,0.57,0.30,0.87,5.68,304,1,0,0,4,0,0,0,0,0,0,1,88,87.4,33.5,45.0,16.7,1,0.17,0.0,0.09,0.26,1.68,1.18,487,270,302,109,0.3,0.0
498,Joe,White,White,15,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,431,214,520,512,0,0
499,Alexander,Isak,Isak,15,4,10.5,211,20.33,3.59,23.92,36.85,2758,23,6,12,41,0,0,0,1,0,0,36,848,1043.0,573.1,1320.0,292.7,34,0.66,0.0,0.12,0.78,1.2,1.34,3,655,3,4,1.11,0.39
500,William,Osula,Osula,15,4,5.5,19,0.16,0.05,0.21,3.18,124,1,0,0,3,0,0,0,0,0,0,1,59,42.4,25.1,37.0,10.5,0,0.12,0.0,0.04,0.16,2.31,2.18,193,539,321,562,0.0,0.0
501,Sean,Neave,Neave,15,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,524,307,582,352,0,0
502,Matz,Sels,Sels,16,1,5.0,150,0.00,0.26,0.26,50.17,3420,0,1,13,46,0,0,0,4,0,120,11,521,942.2,20.2,0.0,96.7,38,0.0,3.16,0.01,0.01,1.32,1.21,210,325,48,25,1.0,0.34
503,Carlos Miguel,dos Santos Pereira,C.Miguel,16,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,598,63,444,312,0,0
504,Matt,Turner,Turner,16,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,567,32,416,144,0,0
505,Nikola,Milenković,Milenković,16,2,5.5,145,4.05,0.73,4.78,48.95,3330,5,2,13,45,0,0,0,4,0,0,2,499,805.2,107.9,361.0,127.2,37,0.11,0.0,0.02,0.13,1.32,1.22,149,495,50,61,1.0,0.35
506,Murillo,Costa dos Santos,Murillo,16,2,5.5,130,1.47,1.15,2.62,47.42,3188,2,0,12,44,0,0,0,6,0,0,18,541,927.2,211.2,201.0,134.0,36,0.04,0.0,0.03,0.07,1.34,1.24,200,546,77,122,1.02,0.34
507,Ola,Aina,Aina,16,2,5.0,128,0.63,2.25,2.88,40.59,2996,2,1,12,39,0,0,0,5,0,0,15,483,578.2,282.3,80.0,94.1,35,0.02,0.0,0.07,0.09,1.22,1.17,224,339,66,28,1.05,0.36
508,Neco,Williams,N.Williams,16,2,5.0,109,2.29,1.54,3.83,38.50,2588,1,3,10,31,0,0,0,7,0,0,8,435,628.4,305.3,244.0,118.0,28,0.08,0.0,0.05,0.13,1.34,1.08,255,370,124,151,0.97,0.35
509,David,Mota Veiga Teixeira do Carmo,David Carmo,16,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,428,211,517,571,0,0
510,Jair,Paula da Cunha Filho,Jair Cunha,16,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,508,291,571,452,0,0
511,Felipe,Rodrigues da Silva,Morato,16,2,4.5,36,0.18,0.03,0.21,14.21,891,0,0,3,14,0,0,0,5,0,0,2,125,205.2,10.8,22.0,24.0,6,0.02,0.0,0.0,0.02,1.44,1.41,440,223,314,511,0.61,0.3
512,Omar,Richards,O.Richards,16,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,382,165,497,573,0,0
513,Zach,Abbott,Abbott,16,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,631,96,469,329,0,0
514,Willy,Boly,Boly,16,2,4.0,6,0.07,0.00,0.07,2.68,146,0,0,0,1,0,0,0,1,0,0,0,26,51.0,0.4,17.0,6.8,1,0.04,0.0,0.0,0.04,1.65,0.62,545,10,336,225,0.62,0.0
515,Morgan,Gibbs-White,Gibbs-White,16,3,7.5,154,6.31,4.68,10.99,41.21,2806,7,11,13,34,0,0,0,9,1,0,18,594,680.4,793.7,632.0,210.6,34,0.2,0.0,0.15,0.35,1.32,1.09,21,637,23,91,1.09,0.42
516,Callum,Hudson-Odoi,Hudson-Odoi,16,3,6.0,103,2.52,2.54,5.06,27.79,2190,5,3,11,23,0,0,0,2,0,0,7,454,445.6,663.9,405.0,151.0,25,0.1,0.0,0.1,0.2,1.14,0.95,87,562,113,120,1.03,0.45
517,Elliot,Anderson,Anderson,16,3,5.5,107,2.04,3.51,5.55,40.36,2726,2,6,13,37,0,0,0,10,0,0,8,526,638.8,605.2,308.0,155.6,33,0.07,0.0,0.12,0.19,1.33,1.22,143,489,143,184,1.09,0.43
518,João Pedro,Ferreira da Silva,Jota,16,3,5.5,52,2.13,1.87,4.00,12.56,835,3,2,1,16,0,0,0,5,0,0,0,212,221.8,182.9,239.0,64.6,5,0.23,0.0,0.2,0.43,1.35,1.72,188,534,287,601,0.54,0.11
519,Nicolás,Domínguez,Dominguez,16,3,5.0,54,1.58,1.58,3.16,31.90,1954,0,1,7,27,0,0,0,9,0,0,0,292,410.2,247.2,237.0,89.4,23,0.07,0.0,0.07,0.14,1.47,1.24,275,390,294,658,1.06,0.32
520,Lewis,O'Brien,O'Brien,16,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,269,384,600,572,0,0
521,Ibrahim,Sangaré,Sangaré,16,3,5.0,20,0.02,0.21,0.23,8.41,584,0,1,2,6,0,0,0,3,0,0,0,107,130.6,80.3,21.0,23.2,7,0.0,0.0,0.03,0.03,1.3,0.92,250,365,305,508,1.08,0.31
522,Ryan,Yates,Yates,16,3,5.0,67,2.41,0.47,2.88,27.84,1901,2,2,6,27,0,0,0,10,0,0,3,306,344.4,241.1,265.0,85.4,18,0.11,0.0,0.02,0.13,1.32,1.28,244,359,257,457,0.85,0.28
523,Eric,da Silva Moreira,Da Silva Moreira,16,3,4.5,2,0.00,0.00,0.00,0.31,28,0,0,0,0,0,0,0,0,0,0,0,9,5.2,0.3,0.0,0.6,0,0.0,0.0,0.0,0.0,1.0,0.0,503,286,360,449,0.0,0.0
524,Marko,Stamenić,Stamenic,16,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,457,240,535,604,0,0
525,Chris,Wood,Wood,16,4,7.5,200,13.42,1.59,15.01,40.64,2958,20,3,15,37,0,0,0,1,0,0,41,744,838.4,320.0,900.0,205.6,35,0.41,0.0,0.05,0.46,1.24,1.13,17,633,7,31,1.06,0.46
526,Igor Jesus,Maciel da Cruz,Igor Jesus,16,4,6.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,104,579,653,134,0,0
527,Taiwo,Awoniyi,Awoniyi,16,4,5.5,32,2.15,0.12,2.27,6.65,398,1,0,1,10,0,0,0,0,0,0,0,89,67.0,40.9,118.0,21.9,3,0.49,0.0,0.03,0.52,1.5,2.26,141,487,330,252,0.68,0.23
528,Anthony,Patterson,Patterson,17,1,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,402,185,503,205,0,0
529,Simon,Moore,Moore,17,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,541,6,398,202,0,0
530,Blondy,Nna Noukeu,Nna Noukeu,17,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,606,71,451,317,0,0
531,Daniel,Ballard,Ballard,17,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,394,177,501,338,0,0
532,Trai,Hume,Hume,17,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,442,225,526,272,0,0
533,Aji,Alese,Alese,17,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,564,29,414,654,0,0
534,Joe,Anderson,Anderson,17,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,568,33,417,226,0,0
535,Dennis,Cirkin,Cirkin,17,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,586,51,433,231,0,0
536,Leo Fuhr,Hjelde,Hjelde,17,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,599,64,445,652,0,0
537,Niall,Huggins,Huggins,17,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,607,72,452,316,0,0
538,Zak,Johnson,Johnson,17,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,617,82,460,284,0,0
539,Luke,O'Nien,O'Nien,17,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,555,20,408,626,0,0
540,Timothée,Pembélé,Pembele,17,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,593,58,439,322,0,0
541,Reinildo,Mandava,Reinildo,17,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,575,40,424,60,0,0
542,Jenson,Seelt,Seelt,17,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,623,88,462,264,0,0
543,Simon,Adingra,Adingra,17,3,5.5,60,2.47,2.73,5.20,18.94,1081,2,3,2,23,0,0,0,0,0,0,0,207,212.4,261.9,337.0,80.9,12,0.21,0.0,0.23,0.44,1.58,1.91,192,538,238,96,1.0,0.17
544,Habib,Diarra,Diarra,17,3,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,195,541,648,403,0,0
545,Patrick,Roberts,Roberts,17,3,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,119,465,631,605,0,0
546,Milan,Aleksić,Aleksić,17,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,338,453,628,535,0,0
547,Enzo,Le Fée,E.Le Fée,17,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,304,419,614,135,0,0
548,Romaine,Mundle,Mundle,17,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,292,407,610,523,0,0
549,Dan,Neil,Neil,17,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,262,377,599,551,0,0
550,Ian,Poveda-Ocampo,Poveda,17,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,257,372,597,590,0,0
551,Chris,Rigg,Rigg,17,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,328,443,622,439,0,0
552,Noah,Sadiki,Sadiki,17,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,332,447,625,518,0,0
553,Chemsdine,Talbi,Talbi,17,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,326,441,621,394,0,0
554,Abdoullah,Ba,Ba,17,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,438,221,525,349,0,0
555,Alan,Browne,Browne,17,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,372,155,494,499,0,0
556,Pierre,Ekwah Elimby,Ekwah,17,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,430,213,519,555,0,0
557,Harrison,Jones,H.Jones,17,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,486,269,554,594,0,0
558,Jay,Matete,Matete,17,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,455,238,533,447,0,0
559,Nectarios,Triantis,Triantis,17,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,463,246,539,529,0,0
560,Wilson,Isidor,Isidor,17,4,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,162,508,640,251,0,0
561,Eliezer,Mayenda Dossou,Mayenda,17,4,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,197,543,649,187,0,0
562,Ahmed,Abdullahi,Abdullahi,17,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,530,313,585,146,0,0
563,Luís Hemir,Silva Semedo,Luís Hemir,17,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,493,276,559,292,0,0
564,Nazarii,Rusyn,Rusyn,17,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,418,201,510,274,0,0
565,Guglielmo,Vicario,Vicario,18,1,5.0,66,0.00,0.00,0.00,33.60,2160,0,0,4,37,0,0,0,1,0,68,2,293,587.8,0.0,0.0,58.5,24,0.0,2.83,0.0,0.0,1.4,1.54,235,350,157,80,1.0,0.17
566,Brandon,Austin,Austin,18,1,4.0,1,0.00,0.00,0.00,2.53,90,0,0,0,2,0,0,0,0,0,2,0,7,20.0,0.0,0.0,2.0,1,0.0,2.0,0.0,0.0,2.53,2.0,562,27,339,343,1.0,0.0
567,Antonín,Kinský,Kinsky,18,1,4.0,17,0.00,0.01,0.01,11.80,540,0,0,1,11,0,0,0,0,0,24,0,86,208.2,10.1,0.0,21.7,6,0.0,4.0,0.0,0.0,1.97,1.83,603,68,149,84,1.0,0.17
568,Pedro,Porro Sauceda,Pedro Porro,18,2,5.5,98,1.63,4.71,6.34,49.37,2606,2,6,6,47,0,0,0,5,0,0,6,456,778.4,932.9,200.0,191.2,28,0.06,0.0,0.16,0.22,1.71,1.62,165,511,135,39,0.97,0.21
569,Cristian,Romero,Romero,18,2,5.0,49,1.52,0.81,2.33,19.31,1416,1,1,3,22,0,0,0,3,0,0,3,245,343.2,113.1,232.0,69.0,18,0.1,0.0,0.05,0.15,1.23,1.4,260,375,168,160,1.14,0.19
570,Kevin,Danso,Danso,18,2,4.5,16,0.40,0.12,0.52,17.19,842,0,0,1,18,0,0,0,0,0,0,0,104,242.0,34.4,72.0,34.9,9,0.04,0.0,0.01,0.05,1.84,1.92,364,147,289,472,0.96,0.11
571,Ben,Davies,Davies,18,2,4.5,28,0.27,0.50,0.77,25.79,1329,0,0,3,26,0,0,0,5,0,0,0,154,343.6,42.1,49.0,43.7,14,0.02,0.0,0.03,0.05,1.75,1.76,363,146,288,546,0.95,0.2
572,Radu,Drăgușin,Dragusin,18,2,4.5,24,0.13,0.16,0.29,28.59,1250,0,0,2,29,0,0,0,1,0,0,0,96,256.4,58.1,47.0,36.2,14,0.01,0.0,0.01,0.02,2.06,2.09,454,237,301,656,1.01,0.14
573,Djed,Spence,Spence,18,2,4.5,51,0.58,1.41,1.99,34.79,1790,1,2,3,39,1,0,0,2,1,0,6,216,433.0,226.6,100.0,76.1,19,0.03,0.0,0.07,0.1,1.75,1.96,404,187,241,269,0.96,0.15
574,Destiny,Udogie,Udogie,18,2,4.5,43,0.31,1.22,1.53,33.28,1923,0,1,2,35,1,0,0,2,0,0,0,233,354.8,256.5,132.0,74.5,24,0.01,0.0,0.06,0.07,1.56,1.64,441,224,282,44,1.12,0.09
575,Micky,van de Ven,Van de Ven,18,2,4.5,32,0.54,0.70,1.24,13.28,1014,0,2,2,17,0,0,0,4,0,0,2,139,212.0,39.4,57.0,30.9,12,0.05,0.0,0.06,0.11,1.18,1.51,451,234,181,46,1.07,0.18
576,Ashley,Phillips,Phillips,18,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,630,95,468,237,0,0
577,Takai,Kōta,Takai,18,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,635,100,473,282,0,0
578,Luka,Vušković,Vuskovic,18,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,653,118,484,104,0,0
579,Son,Heung-min,Son,18,3,8.5,129,7.25,4.97,12.22,37.99,2106,7,10,4,35,0,0,1,1,0,0,12,543,629.6,734.9,707.0,207.2,24,0.31,0.0,0.21,0.52,1.62,1.5,8,649,30,106,1.03,0.17
580,Brennan,Johnson,Johnson,18,3,7.0,137,10.75,1.99,12.74,38.88,2171,11,6,2,38,0,0,0,5,0,0,13,461,559.6,295.0,761.0,161.0,24,0.45,0.0,0.08,0.53,1.61,1.58,31,623,34,69,0.99,0.08
581,James,Maddison,Maddison,18,3,7.0,133,5.54,5.92,11.46,32.39,1799,9,8,6,32,0,0,0,6,0,0,15,592,683.4,702.3,495.0,187.8,21,0.28,0.0,0.3,0.58,1.62,1.6,28,620,29,73,1.05,0.3
582,Mohammed,Kudus,Kudus,18,3,6.5,106,6.97,2.67,9.64,43.46,2589,5,4,7,46,0,0,0,2,1,0,5,373,471.6,552.5,752.0,177.5,31,0.24,0.0,0.09,0.33,1.51,1.6,65,609,115,12,1.08,0.24
583,Dejan,Kulusevski,Kulusevski,18,3,6.5,117,4.06,4.03,8.09,42.39,2386,7,4,6,41,0,0,0,3,0,0,9,426,613.6,843.8,733.0,218.7,27,0.15,0.0,0.15,0.3,1.6,1.55,61,605,71,648,1.02,0.23
584,Mathys,Tel,Tel,18,3,6.5,42,2.96,1.55,4.51,17.39,908,2,2,2,20,0,0,0,2,0,0,2,151,183.8,208.3,236.0,62.3,11,0.29,0.0,0.15,0.44,1.72,1.98,72,616,122,441,1.09,0.2
585,Rodrigo,Bentancur,Bentancur,18,3,5.5,49,1.36,1.02,2.38,26.87,1640,2,0,3,26,0,0,0,9,0,0,1,293,324.6,208.5,165.0,70.2,21,0.07,0.0,0.06,0.13,1.47,1.43,136,482,264,558,1.15,0.16
586,Lucas,Bergvall,Bergvall,18,3,5.5,44,0.71,0.82,1.53,24.33,1200,0,2,3,25,0,0,0,3,0,0,0,216,237.2,218.7,97.0,55.0,11,0.05,0.0,0.06,0.11,1.82,1.88,198,544,298,415,0.82,0.23
587,Yves,Bissouma,Bissouma,18,3,5.5,50,0.64,0.48,1.12,26.38,1396,2,0,3,28,0,0,0,7,0,0,4,258,283.8,133.8,59.0,48.0,16,0.04,0.0,0.03,0.07,1.7,1.81,148,494,274,532,1.03,0.19
588,Wilson,Odobert,Odobert,18,3,5.5,34,1.63,0.76,2.39,16.29,843,1,0,1,20,0,0,0,0,0,0,3,92,101.2,108.6,156.0,36.7,9,0.17,0.0,0.08,0.25,1.74,2.14,196,542,239,610,0.96,0.11
589,Manor,Solomon,Solomon,18,3,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,152,498,635,598,0,0
590,Bryan,Gil Salvatierra,Bryan,18,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,283,398,608,540,0,0
591,Archie,Gray,Gray,18,3,5.0,45,0.03,0.19,0.22,37.33,1750,0,0,2,41,1,0,0,1,0,0,0,253,254.6,71.4,15.0,34.3,19,0.0,0.0,0.01,0.01,1.92,2.11,324,439,296,402,0.98,0.1
592,Mikey,Moore,Moore,18,3,5.0,19,0.20,0.56,0.76,6.87,359,0,2,0,5,0,0,0,0,0,0,0,51,33.2,45.2,34.0,11.0,3,0.05,0.0,0.14,0.19,1.72,1.25,314,429,261,545,0.75,0.0
593,Pape Matar,Sarr,P.M.Sarr,18,3,5.0,71,3.72,0.78,4.50,36.38,1901,3,2,2,38,0,0,0,6,0,0,4,365,398.4,257.2,220.0,87.2,22,0.18,0.0,0.04,0.22,1.72,1.8,302,417,249,230,1.04,0.09
594,Yang,Min-hyeok,Min-hyeok,18,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,533,316,588,474,0,0
595,Callum,Olusesi,Olusesi,18,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,461,244,538,503,0,0
596,Dominic,Solanke-Mitchell,Solanke,18,4,7.5,108,10.89,1.13,12.02,40.14,2199,9,5,4,43,1,0,0,0,0,0,7,404,505.8,199.8,729.0,142.1,25,0.45,0.0,0.05,0.5,1.64,1.76,18,634,47,27,1.02,0.16
597,Richarlison,de Andrade,Richarlison,18,4,6.5,35,3.71,0.60,4.31,7.29,497,4,1,1,9,0,0,0,2,0,0,0,138,180.8,57.1,243.0,47.4,4,0.67,0.0,0.11,0.78,1.32,1.63,52,596,214,183,0.72,0.18
598,Will,Lankshear,Lankshear,18,4,4.5,3,0.00,0.00,0.00,0.02,10,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.18,0.0,495,278,359,241,0.0,0.0
599,Dane,Scarlett,Scarlett,18,4,4.5,6,0.04,0.00,0.04,0.83,31,0,1,0,1,0,0,0,0,0,0,0,20,24.4,11.0,17.0,5.2,0,0.12,0.0,0.0,0.12,2.41,2.9,446,229,245,188,0.0,0.0
600,Alphonse,Areola,Areola,19,1,4.5,69,0.00,0.00,0.00,37.78,2259,0,0,4,41,1,0,0,0,0,82,1,261,619.8,0.0,0.0,62.1,25,0.0,3.27,0.0,0.0,1.51,1.63,349,132,165,68,1.0,0.16
601,Wes,Foderingham,Foderingham,19,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,544,9,400,167,0,0
