id,first_name,second_name,web_name,team,position,cost,total_points,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,form_rank,points_per_game_rank,selected_rank,starts_per_90,clean_sheets_per_90
476,Kyle,Walker-Peters,Walker-Peters,17,2,4.5,6,0.20,0.17,0.37,8.15,350,0,0,0,8,0,0,0,0,0,0,0,30,52.4,33.4,53.0,13.9,4,0.05,0.0,0.04,0.09,2.1,2.06,372,193,227,261,1.03,0.0
477,Nathan,Wood-Gordon,Wood,17,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,613,414,433,167,0,0
515,Maxwel,Cornet,Cornet,17,3,4.9,0,0.00,0.00,0.00,0.82,26,0,0,0,1,0,0,0,1,0,0,0,3,5.4,2.0,2.0,0.9,0,0.0,0.0,0.0,0.0,2.84,3.46,283,589,597,555,0.0,0.0
518,Flynn,Downes,Downes,17,3,4.9,7,0.20,0.51,0.71,8.15,360,0,0,0,8,0,0,0,1,0,0,0,55,63.8,110.7,20.0,19.5,4,0.05,0.0,0.13,0.18,2.04,2.0,301,171,204,496,1.0,0.0
584,Ben,Brereton Díaz,Brereton Díaz,17,3,5.4,7,0.50,0.12,0.62,7.33,313,0,0,0,7,0,0,0,1,0,0,0,24,16.6,57.8,55.0,13.0,4,0.14,0.0,0.03,0.17,2.11,2.01,149,155,211,256,1.15,0.0
608,Tyler,Dibling,Dibling,17,3,4.5,5,0.08,0.20,0.28,3.42,122,0,0,0,4,0,0,0,0,0,0,0,32,24.2,55.9,35.0,11.6,1,0.06,0.0,0.15,0.21,2.52,2.95,459,201,265,292,0.74,0.0
623,Mateus Gonçalo,Espanha Fernandes,M.Fernandes,17,3,5.0,4,0.18,0.10,0.28,3.90,139,0,0,0,4,0,0,0,0,0,0,0,20,14.0,13.8,49.0,7.7,1,0.12,0.0,0.06,0.18,2.53,2.59,265,212,252,611,0.65,0.0
82,Dominic,Solanke-Mitchell,Solanke,18,4,7.5,4,0.51,0.18,0.69,1.75,180,0,0,0,2,0,0,0,0,0,0,0,17,19.0,20.1,74.0,11.2,2,0.26,0.0,0.09,0.35,0.88,1.0,16,316,195,58,1.0,0.0
478,Ashley,Phillips,A.Phillips,18,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,652,447,466,303,0,0
479,Brandon,Austin,Austin,18,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,603,408,427,245,0,0
480,Rodrigo,Bentancur,Bentancur,18,3,5.0,2,0.27,0.10,0.37,1.63,152,0,0,0,2,0,0,0,3,0,0,0,24,15.6,14.0,29.0,5.8,2,0.16,0.0,0.06,0.22,0.97,1.18,208,360,388,398,1.18,0.0
481,Lucas,Bergvall,Bergvall,18,3,4.5,3,0.06,0.17,0.23,0.12,31,0,0,0,0,0,0,0,0,0,0,0,13,13.2,25.6,7.0,4.6,0,0.17,0.0,0.49,0.66,0.35,0.0,493,285,312,193,0.0,0.0
482,Yves,Bissouma,Bissouma,18,3,5.0,10,0.10,0.10,0.20,2.57,152,1,0,1,2,0,0,0,1,0,0,1,55,55.4,35.5,9.0,10.0,2,0.06,0.0,0.06,0.12,1.52,1.18,224,84,33,274,1.18,0.59
483,Bryan,Gil Salvatierra,Bryan,18,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,235,615,621,654,0,0
484,Ben,Davies,Davies,18,2,4.4,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,523,466,481,366,0,0
485,Alfie,Devine,Devine,18,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,457,542,554,447,0,0
486,Radu,Drăgușin,Dragusin,18,2,4.4,1,0.02,0.01,0.03,1.57,90,0,0,0,2,0,0,0,0,0,0,0,5,16.6,1.7,6.0,2.4,1,0.02,0.0,0.01,0.03,1.57,2.0,559,333,292,372,1.0,0.0
487,Emerson,Leite de Souza Junior,E.Royal,18,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,408,513,525,607,0,0
488,Fraser,Forster,Forster,18,1,4.4,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,508,458,476,345,0,0
489,Archie,Gray,Gray,18,3,4.9,2,0.00,0.01,0.01,0.12,30,0,0,0,0,0,0,0,0,0,0,0,5,7.2,2.6,0.0,1.0,0,0.0,0.0,0.03,0.03,0.36,0.0,329,358,337,377,0.0,0.0
490,Pierre-Emile,Højbjerg,Højbjerg,18,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,193,607,613,641,0,0
491,Brennan,Johnson,Johnson,18,3,6.4,11,0.94,0.24,1.18,3.71,279,0,1,1,3,0,0,0,0,0,0,0,35,32.2,36.4,139.0,20.8,3,0.3,0.0,0.08,0.38,1.2,0.97,58,104,128,260,0.97,0.32
492,Dejan,Kulusevski,Kulusevski,18,3,6.3,10,0.24,0.50,0.74,3.42,257,0,1,1,3,0,0,0,1,0,0,0,31,51.4,106.0,86.0,24.3,3,0.08,0.0,0.18,0.26,1.2,1.05,70,103,143,162,1.05,0.35
493,Giovani,Lo Celso,Lo Celso,18,3,4.9,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,296,594,602,524,0,0
494,James,Maddison,Maddison,18,3,7.5,14,0.50,1.78,2.28,4.20,316,0,2,1,4,0,0,0,1,0,0,0,83,105.4,173.5,78.0,35.7,4,0.14,0.0,0.51,0.65,1.2,1.14,17,107,93,87,1.14,0.28
495,Pedro,Porro,Pedro Porro,18,2,5.5,18,0.33,0.67,1.00,4.26,360,1,0,1,4,0,0,0,0,0,0,1,73,129.2,153.8,47.0,33.0,4,0.08,0.0,0.17,0.25,1.06,1.0,121,100,57,6,1.0,0.25
496,Sergio,Reguilón,Reguilón,18,2,4.4,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,533,474,489,359,0,0
497,Richarlison,de Andrade,Richarlison,18,4,6.9,2,0.19,0.00,0.19,0.06,25,0,0,0,0,0,0,0,0,0,0,0,4,3.2,2.2,7.0,1.1,0,0.68,0.0,0.0,0.68,0.22,0.0,32,381,379,257,0.0,0.0
498,Cristian,Romero,Romero,18,2,5.1,19,0.66,0.38,1.04,4.32,360,1,0,1,4,0,0,0,0,0,0,2,93,117.6,35.3,77.0,23.1,4,0.16,0.0,0.1,0.26,1.08,1.0,183,20,44,43,1.0,0.25
499,Pape Matar,Sarr,P.M.Sarr,18,3,4.9,4,0.13,0.13,0.26,1.39,167,0,0,0,2,0,0,0,1,0,0,0,36,35.8,36.5,30.0,10.2,2,0.07,0.0,0.07,0.14,0.75,1.08,321,292,334,354,1.08,0.0
500,Dane,Scarlett,Scarlett,18,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,447,534,546,439,0,0
502,Manor,Solomon,Solomon,18,3,5.4,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,155,637,639,554,0,0
503,Son,Heung-min,Son,18,3,10.0,23,1.31,0.66,1.97,4.26,360,2,0,1,4,0,0,0,0,0,0,4,106,112.4,107.9,92.0,31.3,4,0.33,0.0,0.16,0.49,1.06,1.0,4,9,20,50,1.0,0.25
504,Djed,Spence,Spence,18,2,4.4,2,0.00,0.00,0.00,0.06,18,0,0,0,0,0,0,0,0,0,0,0,8,3.8,2.4,2.0,0.8,0,0.0,0.0,0.0,0.0,0.3,0.0,546,331,290,459,0.0,0.0
505,Destiny,Udogie,Udogie,18,2,5.0,10,0.00,0.12,0.12,4.32,342,0,0,1,4,0,0,0,1,0,0,0,50,44.0,33.1,20.0,9.6,4,0.0,0.0,0.03,0.03,1.14,1.05,247,116,137,99,1.05,0.26
506,Micky,van de Ven,Van de Ven,18,2,4.5,12,0.02,0.08,0.10,2.75,270,0,1,1,2,0,0,0,1,0,0,0,61,65.0,17.7,17.0,10.0,3,0.01,0.0,0.03,0.04,0.92,0.67,451,79,67,60,1.0,0.33
507,Alejo,Véliz,Veliz,18,4,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,261,629,631,628,0,0
508,Guglielmo,Vicario,Vicario,18,1,5.0,11,0.00,0.00,0.00,4.32,360,0,0,1,4,0,0,0,1,0,7,0,58,76.2,0.0,0.0,7.6,4,0.0,1.75,0.0,0.0,1.08,1.0,202,98,125,92,1.0,0.25
509,Timo,Werner,Werner,18,3,6.3,3,0.00,0.04,0.04,1.06,38,0,0,0,1,0,0,0,0,0,0,0,13,12.6,8.3,8.0,2.9,0,0.0,0.0,0.09,0.09,2.51,2.37,65,313,373,387,0.0,0.0
510,Alfie,Whiteman,Whiteman,18,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,593,399,419,160,0,0
609,Will,Lankshear,Lankshear,18,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,489,567,576,174,0,0
610,Mikey,Moore,Moore,18,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,464,547,559,304,0,0
612,Wilson,Odobert,Odobert,18,3,5.5,6,0.42,0.08,0.50,1.63,160,0,0,1,1,0,0,0,0,0,0,0,12,10.0,40.5,42.0,9.2,2,0.24,0.0,0.04,0.28,0.92,0.56,132,158,192,502,1.12,0.56
388,Aaron,Wan-Bissaka,Wan-Bissaka,19,2,4.5,4,0.00,0.08,0.08,5.10,208,0,0,0,4,0,0,0,0,0,0,0,20,42.2,42.7,0.0,8.4,2,0.0,0.0,0.03,0.03,2.21,1.73,388,196,248,145,0.87,0.0
511,Edson,Álvarez Velázquez,Álvarez,19,3,5.0,4,0.01,0.24,0.25,3.65,169,0,0,0,3,0,0,0,1,0,0,0,24,25.6,27.9,1.0,5.5,2,0.01,0.0,0.13,0.14,1.94,1.6,215,210,251,418,1.07,0.0
512,Michail,Antonio,Antonio,19,4,5.5,7,0.84,0.01,0.85,5.57,248,0,0,1,4,0,0,0,0,0,0,0,9,2.0,7.2,35.0,3.6,4,0.3,0.0,0.0,0.3,2.02,1.45,105,179,215,172,1.45,0.36
513,Alphonse,Areola,Areola,19,1,4.5,11,0.00,0.00,0.00,6.63,315,0,0,1,5,0,0,0,0,0,10,0,43,78.8,0.0,0.0,7.9,4,0.0,2.86,0.0,0.0,1.89,1.43,355,77,121,55,1.14,0.29
514,Jarrod,Bowen,Bowen,19,3,7.5,20,0.46,0.63,1.09,7.43,337,1,2,1,5,0,0,0,0,0,0,0,63,98.4,129.5,74.0,30.1,4,0.12,0.0,0.17,0.29,1.98,1.34,18,17,38,64,1.07,0.27
516,Vladimír,Coufal,Coufal,19,2,4.5,9,0.02,0.10,0.12,4.19,198,0,0,1,3,0,0,0,0,0,0,0,18,19.2,17.5,1.0,3.5,2,0.01,0.0,0.05,0.06,1.9,1.36,373,112,154,214,0.91,0.45
517,Aaron,Cresswell,Cresswell,19,2,4.0,1,0.00,0.00,0.00,0.03,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.7,0.0,575,320,273,151,0.0,0.0
519,George,Earthy,Earthy,19,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,450,536,548,519,0,0
520,Emerson,Palmieri dos Santos,Emerson,19,2,4.5,8,0.04,0.14,0.18,6.45,304,0,0,1,5,0,0,0,1,0,0,0,35,39.8,45.9,21.0,10.7,4,0.01,0.0,0.04,0.05,1.91,1.48,362,123,166,229,1.18,0.3
521,Łukasz,Fabiański,Fabianski,19,1,4.0,1,0.00,0.00,0.00,1.29,45,0,0,0,1,0,0,0,0,0,2,0,4,16.4,0.0,0.0,1.6,0,0.0,4.0,0.0,0.0,2.58,2.0,573,319,272,23,0.0,0.0
522,Wes,Foderingham,Foderingham,19,1,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,353,496,510,396,0,0
523,Danny,Ings,Ings,19,4,5.0,9,0.50,0.00,0.50,0.24,13,1,0,0,0,0,0,0,0,0,0,3,31,36.2,0.3,34.0,7.1,0,3.46,0.0,0.0,3.46,1.66,0.0,189,115,55,157,0.0,0.0
524,Max,Kilman,Kilman,19,2,4.5,15,0.28,0.08,0.36,7.92,360,0,1,1,6,0,0,0,1,0,0,3,53,100.8,33.3,13.0,14.7,4,0.07,0.0,0.02,0.09,1.98,1.5,387,36,76,106,1.0,0.25
525,Mohammed,Kudus,Kudus,19,3,6.4,9,0.30,0.73,1.03,7.89,357,0,0,1,6,0,0,0,0,0,0,0,39,37.4,77.5,49.0,16.4,4,0.08,0.0,0.18,0.26,1.99,1.51,61,133,162,77,1.01,0.25
526,Luis Guilherme,Lira dos Santos,L.Guilherme,19,3,4.9,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,330,606,612,572,0,0
527,Lucas,Tolentino Coelho de Lima,L.Paquetá,19,3,6.0,12,0.94,0.20,1.14,6.87,298,1,0,1,4,0,0,0,1,0,0,0,41,59.4,48.3,31.0,13.8,3,0.28,0.0,0.06,0.34,2.07,1.21,81,160,115,133,0.91,0.3
528,Konstantinos,Mavropanos,Mavropanos,19,2,4.5,12,0.11,0.01,0.12,7.92,360,0,0,1,6,0,0,0,0,0,0,2,56,108.0,2.6,25.0,13.6,4,0.03,0.0,0.0,0.03,1.98,1.5,405,67,104,365,1.0,0.25
529,Nayef,Aguerd,N.Aguerd,19,2,4.4,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,537,477,492,475,0,0
530,Tomáš,Souček,Souček,19,3,5.0,15,1.45,0.30,1.75,4.89,225,1,1,1,4,0,0,0,1,0,0,1,39,40.8,36.8,84.0,16.0,3,0.58,0.0,0.12,0.7,1.96,1.6,218,83,81,105,1.2,0.4
532,Kurt,Zouma,Zouma,19,2,4.4,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,516,461,478,313,0,0
576,Andy,Irving,Irving,19,3,4.9,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,303,595,603,575,0,0
587,Crysencio,Summerville,Summerville,19,3,5.8,3,0.06,0.18,0.24,1.25,66,0,0,0,1,0,0,0,0,0,0,0,17,17.4,30.4,27.0,7.5,0,0.08,0.0,0.25,0.33,1.7,1.36,97,309,369,248,0.0,0.0
588,Guido,Rodríguez,G.Rodríguez,19,3,5.0,7,0.05,0.04,0.09,7.17,333,0,0,1,6,0,0,0,2,0,0,0,42,28.4,8.4,8.0,4.5,4,0.01,0.0,0.01,0.02,1.94,1.62,204,174,205,468,1.08,0.27
589,Niclas,Füllkrug,Füllkrug,19,4,6.8,3,0.25,0.09,0.34,1.59,63,0,0,0,2,0,0,0,0,0,0,0,3,2.6,2.5,29.0,3.5,0,0.36,0.0,0.13,0.49,2.27,2.86,36,315,377,163,0.0,0.0
591,Jean-Clair,Todibo,Todibo,19,2,4.4,2,0.00,0.00,0.00,0.10,7,0,0,0,0,0,0,0,0,0,0,0,5,5.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,1.29,0.0,555,332,291,290,0.0,0.0
643,Kaelan,Casey,Casey,19,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,649,444,463,413,0,0
654,Carlos,Soler,C.Soler,19,3,5.0,0,0.00,0.00,0.00,0.68,20,0,0,0,0,0,0,0,1,0,0,0,-1,7.2,0.3,0.0,0.8,0,0.0,0.0,0.0,0.0,3.06,0.0,220,610,616,613,0.0,0.0
204,Sam,Johnstone,Johnstone,20,1,4.4,5,0.00,0.00,0.00,2.25,180,0,0,0,3,0,0,0,0,0,8,0,20,62.6,10.0,0.0,7.3,2,0.0,4.0,0.0,0.0,1.12,1.5,515,161,131,258,1.0,0.0
533,Rayan,Aït-Nouri,Aït-Nouri,20,2,4.5,4,0.42,0.23,0.65,3.67,294,0,1,0,10,0,0,0,2,0,0,0,5,49.0,40.1,38.0,12.8,4,0.13,0.0,0.07,0.2,1.12,3.06,423,238,302,136,1.22,0.0
534,Boubacar,Traoré,B.Traore,20,3,4.9,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,318,601,608,547,0,0
535,Jean-Ricner,Bellegarde,Bellegarde,20,3,5.0,12,0.21,0.02,0.23,3.63,267,1,0,1,7,0,0,0,1,0,0,0,30,39.8,16.8,16.0,7.0,4,0.07,0.0,0.01,0.08,1.22,2.36,226,68,107,473,1.35,0.34
536,Daniel,Bentley,Bentley,20,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,576,386,407,132,0,0
537,Francisco Jorge,Tomás Oliveira,Chiquinho,20,3,4.5,1,0.00,0.05,0.05,0.00,6,0,0,0,0,0,0,0,0,0,0,0,4,3.0,14.3,2.0,1.9,0,0.0,0.0,0.75,0.75,0.0,0.0,469,550,310,386,0.0,0.0
538,Tawanda,Chirewa,Chirewa,20,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,460,544,556,508,0,0
539,Leon,Chiwome,Chiwome,20,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,502,577,586,189,0,0
540,Luke,Cundle,Cundle,20,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,413,517,529,315,0,0
541,Matheus,Santos Carneiro Da Cunha,Cunha,20,4,6.5,11,1.41,0.58,1.99,3.74,280,1,0,0,9,0,0,0,0,0,0,0,68,72.6,88.4,122.0,28.3,3,0.45,0.0,0.19,0.64,1.2,2.89,51,88,129,123,0.96,0.0
542,Craig,Dawson,Dawson,20,2,4.5,5,0.00,0.04,0.04,2.57,209,0,0,0,4,0,0,0,0,0,0,0,17,50.8,14.2,8.0,7.3,2,0.0,0.0,0.02,0.02,1.11,1.72,351,191,260,373,0.86,0.0
543,Matt,Doherty,Doherty,20,2,4.5,2,0.08,0.08,0.16,3.61,208,0,0,0,9,0,0,0,0,0,0,0,2,40.8,16.0,15.0,7.2,2,0.03,0.0,0.03,0.06,1.56,3.89,357,335,393,368,0.87,0.0
544,Tommy,Doyle,Doyle,20,3,4.9,3,0.04,0.06,0.10,1.14,44,0,0,0,1,0,0,0,0,0,0,0,8,6.0,25.3,3.0,3.4,0,0.08,0.0,0.12,0.2,2.33,2.05,300,245,327,533,0.0,0.0
545,Fábio,Silva,Fábio Silva,20,4,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,240,617,623,379,0,0
546,Nathan,Fraser,Fraser,20,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,477,557,566,98,0,0
547,Enso,González,Gonzalez,20,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,504,579,588,563,0,0
548,Gonçalo Manuel,Ganchinho Guedes,Guedes,20,3,5.4,2,0.00,0.01,0.01,0.73,19,0,0,0,0,0,0,0,0,0,0,0,9,3.4,0.6,0.0,0.4,0,0.0,0.0,0.05,0.05,3.46,0.0,146,302,355,474,0.0,0.0
549,Hugo,Bueno López,H.Bueno,20,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,448,535,547,616,0,0
550,Hwang,Hee-chan,Hee Chan,20,3,6.3,5,0.00,0.15,0.15,3.35,197,0,0,0,8,0,0,0,0,0,0,0,23,16.2,33.2,8.0,5.7,2,0.0,0.0,0.07,0.07,1.53,3.65,67,268,271,243,0.91,0.0
551,Joe,Hodge,Hodge,20,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,407,512,524,284,0,0
552,Ki-Jana,Hoever,Hoever,20,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,620,420,439,348,0,0
553,João Victor,Gomes da Silva,J.Gomes,20,3,4.9,5,0.13,0.07,0.20,4.37,322,0,0,0,11,0,0,0,2,0,0,0,32,37.6,23.9,8.0,6.9,4,0.04,0.0,0.02,0.06,1.22,3.07,315,206,266,427,1.12,0.0
554,José,Malheiro de Sá,José Sá,20,1,4.5,1,0.00,0.01,0.01,2.80,180,0,0,0,8,0,0,0,0,0,6,0,-1,53.0,10.0,0.0,6.3,2,0.0,3.0,0.0,0.0,1.4,4.0,368,659,394,144,1.0,0.0
555,Saša,Kalajdžić,Kalajdžić,20,4,4.9,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,310,598,606,512,0,0
556,Tom,King,King,20,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,588,395,415,165,0,0
557,Mario,Lemina,Mario Jr.,20,3,5.0,19,0.51,0.33,0.84,5.05,359,1,1,0,11,0,0,0,1,0,0,4,91,121.2,50.8,26.0,19.7,4,0.13,0.0,0.08,0.21,1.27,2.76,195,19,42,311,1.0,0.0
558,Yerson,Mosquera,Mosquera,20,2,4.0,2,0.33,0.02,0.35,5.05,360,0,0,0,11,0,0,0,1,0,0,0,12,85.2,16.7,17.0,12.0,4,0.08,0.0,0.0,0.08,1.26,2.75,640,325,392,186,1.0,0.0
559,Nélson,Cabral Semedo,N.Semedo,20,2,4.5,3,0.01,0.13,0.14,1.44,150,0,0,0,2,0,0,0,1,0,0,0,9,23.6,14.0,9.0,4.7,2,0.01,0.0,0.08,0.09,0.86,1.2,380,232,229,479,1.2,0.0
561,Pedro,Cardoso de Lima,Pedro Lima,20,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,659,453,472,159,0,0
562,Daniel,Castelo Podence,Podence,20,3,5.5,2,0.04,0.01,0.05,0.70,46,0,0,0,2,0,0,0,0,0,0,0,9,3.0,1.1,1.0,0.4,0,0.08,0.0,0.02,0.1,1.37,3.91,113,372,359,549,0.0,0.0
563,Rodrigo,Martins Gomes,R.Gomes,20,3,5.4,3,0.06,0.01,0.07,1.50,96,0,0,0,3,0,0,0,0,0,0,0,9,0.0,6.4,14.0,1.9,1,0.06,0.0,0.01,0.07,1.41,2.81,161,371,244,448,0.94,0.0
564,Santiago,Bueno,S.Bueno,20,2,4.4,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,545,481,496,471,0,0
565,Pablo,Sarabia,Sarabia,20,3,5.3,2,0.10,0.02,0.12,0.32,28,0,0,0,1,0,0,0,0,0,0,0,13,15.8,3.2,36.0,5.5,0,0.32,0.0,0.06,0.38,1.03,3.21,168,363,348,415,0.0,0.0
566,Jørgen,Strand Larsen,Strand Larsen,20,4,5.5,15,0.79,0.38,1.17,4.52,343,1,1,0,11,0,0,0,0,0,0,0,57,64.0,41.1,73.0,17.8,4,0.21,0.0,0.1,0.31,1.19,2.89,118,52,85,195,1.05,0.0
567,Toti António,Gomes,Toti,20,2,4.4,3,0.00,0.24,0.24,3.84,270,0,1,0,9,0,0,0,2,0,0,0,3,48.8,13.3,8.0,7.0,3,0.0,0.0,0.08,0.08,1.28,3.0,561,228,293,371,1.0,0.0
637,Bastien,Meupiyou,Meupiyou,20,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,653,448,467,362,0,0
642,André,Trindade da Costa Neto,André,20,3,5.0,2,0.00,0.01,0.01,0.90,80,0,0,0,1,0,0,0,1,0,0,0,13,11.8,12.7,0.0,2.4,1,0.0,0.0,0.01,0.01,1.01,1.12,254,257,345,610,1.12,0.0
655,Carlos Roberto,Forbs Borges,Forbs,20,3,5.5,1,0.00,0.00,0.00,0.38,4,0,0,0,0,0,0,0,0,0,0,0,5,2.2,0.8,8.0,1.1,0,0.0,0.0,0.0,0.0,8.55,0.0,127,265,362,621,0.0,0.0
